Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Bottom Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Bottom Sample Depth (ft),Top Salinity  (psu),Bottom Salinity  (psu),Top Conductivity (S/m),Bottom Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)","CTD (conductivity, temperature, depth profiler) Bottom Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Percentage O2 Saturation Bottom sample,Light Trans (% transparency) Top Sample,Light Trans (% transparency) Bottom Sample,Top Sigma-T (kg/m3),Bottom Sigma-T (kg/m3),Top Fluorometer (mg/m3),Bottom Fluorometer mg/m3,"CTD (conductivity, temperature, depth profiler) PH Top Sample","CTD (conductivity, temperature, depth profiler) PH Bottom Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Bottom Sample Par uE/S (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Winkler Method Bottom Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Bottom PH,Top Total Coliform Cells/100 mL,Top Bottom Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Fecal Coliform Bottom Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Bottom Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Enterococcus Bottom Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Bottom Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Bottom Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Bottom Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Bottom Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Bottom Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Bottom Silica (mg/L),Total Phosphorus(mg/L),Bottom Total Phosphorus (mg/L),Top Total Suspended Solid (mg/L),Bottom Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Bottom Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),Chlorophyll Bottom Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Bottom Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Bottom Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Bottom Depth  YSI (ft),Top Sample Salinity YSI (psu),Bottom Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Bottom Sample Temperature YSI (ºC),Top Bacteria # per C.C. 1909,Bottom Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Bottom Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Bottom Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Bottom PCB plate Count (Thous/mL) ,Top Coliform (Log No/mL),Bottom Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood BOD Bottom Sample(mg/L),Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Bottom Turbidity YSI (Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
NC3,,01/13/2010,10:33 AM,Dry,1.64,1.74,22,3,19,22.21,22.58,1.07,1.14,,,,,76.5,72.2,9.31,9.86,8.61,14.62,8.97,9.04,695,34,0,77.84,73.46,0.3,W,9,WNW,1,10.73,10.64,5,7.57,7.57,,,E,E,32,20,E,E,12,24,0.425,,0.648,,0.103,,2.2,,2.51,,0.146,,7.6,10.4,4.1,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,09/27/2016,9:17 AM,Wet,22.79,23.12,20.0,3,15,24.09,24.72,3.6,3.7,4.09,3.12,54.5,42.1,52.8,70.0,15.74,16.12,27.13,16.90,7.55,7.52,550,288,5,157.14,152.13,0.1,N,7.0,W,1,4.34,3.60,3.0,7.35,7.34,,,,,410,310,,E,240,150,0.330,,0.387,,0.227,,0.948,,1.951,2.126,0.322,,18,21,45.00,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration on,-73.927040,40.724545,Permanent
NC3,,07/16/2008,10:55 AM,Dry,22.76,22.17,24,6,23,23.68,24.03,3.57,3.58,3.05,2.78,40.69,36.75,,,15.44,15.86,10.9375,3.5433,,,1714.6,42.63,-0.02,,,0.3,W,7,E,1,3.92,3.38,3,7.15,7.13,,,,,4,4,,,12,28,0.32,,0.515,,0.151,,1.96,,1.55,,0.228,,9.6,6.4,16.97,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,03/05/2014,10:07 AM,Dry,1.29,1.67,17,3,14,15.07,21.63,1.4,1.97,8.01,5.85,63,48.62,,,12.04,17.29,7.0566,116.2983,,,,,,,,slack,,calm,,1,11.73,11.63,2.5,7.83,7.59,,,,,11,14,E,E,4,12,0.371,,0.474,,0.332,,2.34,,1.43,,0.223,,6,7,77,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC0,,10/07/2015,9:23 AM,Dry,20.19,19.94,17,3,14,23.38,24.09,3.35,3.42,0.24,1.57,3.05,19.85,74.73,78.19,15.87,16.48,1.0547,1.028,,,,0,0,154.981,160.408,WEAK,SSW,0,0,1,0.85,1.05,3.5,6.93,6.95,,,,,148,164,E,E,16,16,0.3,,0.885,,0.331,,1.1,,4.247,4.382,0.41,,13,20,0.94,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,Very low D.O.,-73.931556,40.714961,Permanent
NC0,,12/04/2014,9:12 AM,Dry,8.2,8.69,17,3,15,22.57,23.8,2.45,2.6,4.79,4.16,47.03,41.59,71.74,72.18,17.51,18.4,8.2856,7.4779,,,1377.9,624.53,17.08,104.517,103.671,weak,E,calm,,1,4.02,4.26,4,7.29,7.3,,,,,"2,200",3000,,,880,900,0.377,,0.425,,0.098,,0.901,,3.508,3.421,0.245,,16,17,10.8,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC3,,06/09/2015,10:14 AM,Dry,17.61,17.63,15,3,12,22.78,22.76,3.09,3.09,3.68,3.69,44.23,44.29,38.24,41.56,16.03,16.01,2.9553,3.4181,,,,781.14,0.15,178.408,190.008,0.5,N,2,NE,1,3.9,4.12,1.5,7.2,7.22,,,,,120,88,E,<,8,4,0.522,,0.326,,0.13,,1.026,,1.906,1.923,0.247,,37,38,4.32,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,Tuck boat and barge pass before sampling. Water disturbed.,-73.946167,40.737167,Permanent
NC2,,06/25/2003,11:35 AM,Dry,19.12,17.38,16,4,14,19.88,20.84,2.82,2.84,,,25.81,38.01,,,13.48,14.6,,,,,,,,,,,W,4,,1,15.85,0.67,4,7.9,7.19,,,,,800,568,,,33,70,0.331,,0.02,,0.004,,1.78,,1.28,,0.26,,0.8,1.2,7.92,,,,,5.83,,2.12,3.21,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,09/01/2005,10:26 AM,Dry,26.16,25.09,25,2,23,10.25,24.07,1.78,3.8,,,60.46,32.29,96.51,30.15,4.42,15.08,4.42,2.07,8.16,8.3,1985.3,188.45,0.23,281.41,190.16,0.2,E,8,NW,1,4.09,3.41,1.5,7.05,7.25,,,,,,,,,15,8,,,,,,,8.76,,4.32,,1.07,,20,30.75,,,,,,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,09/15/2010,10:43 AM,Dry,21.47,21.63,19,3,18,23.84,24.65,3.5,3.62,3.58,2.06,46.65,27.07,75.6,81.01,15.9,16.47,20.1959,10.524,7.97,7.89,1851.9,158.96,1.36,118.431,122.751,0.3,W,10,N,1,4.02,2.94,3.5,7.13,7.12,,,,,"2,420",1960,E,E,68,40,0.334,,0.566,,0.175,,2.33,,2.93,,0.242,,3.6,6,8.4,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,05/26/2010,10:39 AM,Dry,15.22,15.09,21,3,17,22.35,22.44,2.88,2.88,3.77,5.05,43.13,57.54,,,16.2,16.3,4.4224,4.4816,,,,,,,,0.3,S,4,NW,1,6.58,6.66,2.5,7.51,7.39,,,,,15,28,,,278,230,0.336,,0.326,,0.064,,1.347,,0.806,,0.192,,8.4,9.6,18.7,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,08/30/2006,10:32 AM,Wet,23.5,23.44,14,6,13,22.48,23.11,3.46,3.54,0.1,0.09,1.37,1.17,,,14.34,14.82,,,,,,,,-226.035,-238.569,0,NW,2,SE,1,0,0,3,7.1,7.07,,,,,"3,780",4000,,,2360,2880,0.01,,1.007,,0.273,,4.14,,2.679,,0.327,,8.75,10.5,5.94,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC0,,06/28/2016,9:33 AM,Wet,22.18,22.15,14.0,3,10,20.88,21.08,3.2,3.2,4.87,4.90,63.0,63.5,26.7,29.9,13.48,13.64,29.18,29.17,7.03,6.92,,,,224.99,232.35,0.0,0.0,CALM,CALM,1,5.09,5.05,1.0,7.32,7.35,,,>,>,"200,000","200,000",>,>,"6,000",6000,0.216,,0.401,,0.080,,1.530,,0.824,0.798,0.308,,15,16,65.10,,,,,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC3,,10/06/2004,11:08 AM,Dry,19.52,20.64,24,5,25,16.33,17.9,2.38,2.65,,,73.12,46.28,38.72,75.41,10.69,11.62,,,,,,,,,,0.2,NE,6,W,1,6.5,5.3,2.5,7.5,7.48,,,,,12,228,,,65,80,0.506,,0.313,,0.142,,1.32,,2.79,,0.228,,10.5,12,43.41,,,,,3.49,,6.08,3.73,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,09/20/2011,11:11 AM,Dry,20.73,20.97,21,3,19,17.32,18.93,2.58,2.81,2.89,2.81,35.7,35.23,28.41,82.78,11.15,12.32,59.1042,40.6088,8.37,8.25,301.99,16.74,0,95.945,93.268,0.1,N,2,SW,1,3.28,3.16,3.5,7.23,7.15,,,,,815,460,,,310,84,0.253,,0.464,,0.158,,1.46,,3.15,,0.283,,8,11,41.6,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,05/24/2016,9:43 AM,Wet,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1,5.34,,6.5,7.40,,,,,,81,,E,,40,,0.350,,0.358,,0.078,,0.664,,1.371,,0.110,,6,,5.91,,4.14,,,2.72,,6.08,,,,25.70,,15.20,,,,,,,,,,,,,,,,1.73,,All readings were taken using EXO instrument. No bottom due to malfunction of overhead winch.,-73.927040,40.724545,Permanent
NC1,,11/15/2011,10:28 AM,Dry,12.83,12.65,23,3,22,19.12,20.28,2.36,2.48,6.42,6.52,68.4,69.84,78.77,82.72,14.16,15.08,55.2872,33.8695,8.6,8.62,450.05,30.83,0.17,44.371,38.301,WEAK,N,10,W,1,6.58,6.39,5,7.31,7.34,,,,,63,60,E,E,12,20,0.557,,0.574,,0.137,,1,,4.22,,0.211,,10,6,11.6,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,07/16/2003,5:00 PM,Dry,,,19,,,,,,,,,,,,,,,,,,,,,,,,,0,1,S,1,5.27,3.15,2.5,7.11,7.21,,,,,164,223,,,33,28,0.244,,0.489,,0.161,,1.19,,2.15,,0.27,,,,,,10.6,,,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,07/29/2009,10:20 AM,Wet,23.57,22.32,17,3,14,20.48,21.57,3.19,3.26,9.36,2.38,124.43,31.23,,,12.8,13.97,75.5745,30.3655,8.2,7.68,1173.3,44.33,0,115.701,116.602,WEAK,W,2,E,1,9.56,4.78,2,7.34,7.26,,,,,250,470,E,,100,220,0.196,,0.246,,0.07,,1.29,,0.565,,0.236,,9.2,8.4,59.5,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,06/07/2016,10:07 AM,Wet,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,WSW,1,11.24,,2.5,7.72,,,,,,"2,300",,E,,30,,0.325,,0.315,,0.107,,0.879,,2.250,,0.169,,19,,40.80,,7.39,,,3.32,,7.01,,,,23.37,,19.39,,,,,,,,,,,,,,,,5.52,,Aeration system OFF. Brown water. No bottom due to malfunction of overhead winch.,-73.946167,40.737167,Permanent
NC3,,08/05/2015,9:47 AM,Dry,23.86,23.53,23,3,18,23.73,24.38,3.66,3.73,4.73,3.76,64.26,50.87,41.88,51.25,15.18,15.76,15.2636,3.9798,,,,3619,0.13,205.117,200.855,0.8,E,5,W,1,4.52,4.26,2,7.37,7.38,,,,,690,550,E,E,32,28,0.229,,0.28,,0.129,,0.519,,2.369,2.299,0.141,,26,27,24.8,,,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,Brown water.,-73.946167,40.737167,Permanent
NC3,,09/20/2007,11:00 AM,Dry,22,22,21,,,23.1,23.7,,,,,,,,,,,,,,,,,,,,SLK,,4,NW,1,6.54,4.49,3.5,7.43,7.29,,,,,44,40,,,12,20,0.319,,0.441,,0.146,,1.4,,2.4,,0.259,,6.5,7,46.66,,,,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,03/06/2013,10:35 AM,Dry,4.03,3.89,16,3,9,21.72,22.61,2.11,2.18,1.21,1.2,10.66,10.61,,,17.24,17.95,95.3543,103.4968,,,,,,,,0.3,W,9,E,1,13.27,12.97,3,8.26,8.24,,,,,6,6,E,E,12,8,0.362,,0.193,,0.03,,1.01,,0.544,,0.145,,8,10,41.8,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,current speed estimated due to high wind,-73.935500,40.728833,Permanent
NC0,,02/16/2005,3:33 PM,Wet,,,17,,,,,,,,,,,,,,,,,,,,,,,,0.2,E,5,W,1,4.14,4.41,1.5,7.04,7.03,,,,,2700,2400,,,1500,800,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC2,,02/05/2013,11:54 AM,Wet,2.79,3.45,18,3,13,20.15,21.54,1.9,2.06,,,,,71.49,80.6,16.07,17.13,6.1083,5.9989,,,,471.43,22,110.377,101.009,lw slk,,2,N,1,8.78,8.86,4,7.52,7.57,,,,,126,108,E,E,100,160,0.574,,0.549,,0.09,,0.843,,2.84,,0.169,,10,7,2.2,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,09/17/2014,9:19 AM,Wet,21.34,21.36,18,3,10,22.02,22.06,3.25,3.26,6.32,6.3,81.1,80.96,70.35,71.01,14.56,14.58,7.1916,7.9548,,,1822.9,2180.7,113.21,113.837,109.213,0.1,W,calm,,1,6.57,6.49,3,7.29,7.4,,,,,"4,600",5600,,,290,370,0.337,,0.699,,0.203,,0.947,,3.691,3.694,0.32,,7,16,13.1,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,06/04/2014,10:10 AM,Wet,18.79,16.62,20,3,17,20.26,20.93,2.85,2.8,17.1,6.85,206.84,79.75,37.93,55.31,13.84,14.83,24.4673,20.0862,,,1847.3,1823.3,2.21,185.805,185.467,0.2,S,5,N,1,15.52,11.43,2,8.39,8.14,,,,,920,470,E,E,20,50,0.033,,0.086,,0.03,,0.747,,0.088,0.022,0.196,,21,19,45.5,,,,,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,Brown water.,-73.927040,40.724545,Permanent
NC0,,07/23/2012,10:07 AM,Dry,23.33,23.21,16,3,13,24.07,24.18,3.67,3.68,0.1,0.1,1.32,1.41,65.72,74.2,15.58,15.69,9.0059,8.703,7.19,7.17,2208.3,3703,56.27,23.267,61.281,0.1,S,5,W,1,0.15,0.16,2.5,6.98,7.02,,,,,1200,1400,,,128,128,0.014,,0.804,,0.324,,1.425,,1.35,,0.394,,4,2,2.3,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC0,,03/11/2009,10:40 AM,Dry,4.03,3.83,18,3,19,21.26,21.71,2.07,2.1,5.98,5.2,52.99,45.95,,,17.71,18.04,22.1462,67.1735,,,241.49,,,,,WEAK,S,2,S,1,13.89,13.78,2.5,7.65,7.73,,,E,,68,140,,,48,44,0.26,,0.171,,0.01,,2.02,,0.394,,0.15,,21.6,21.6,67.97,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,08/27/2013,10:22 AM,Dry,23.11,22.97,21,3,16,22.79,23.65,3.48,3.59,5.35,2.01,71.28,26.91,47.28,8.94,14.69,15.39,18.7559,21.0876,,,1747.4,1304.4,26.23,,,0.3,S,8,NNW,1,3.97,4,3.5,7.46,7.35,,,,,22,22,E,E,8,4,0.25,,0.344,,0.16,,0.867,,3.14,,0.244,,7,7,10.5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,dark green water,-73.927040,40.724545,Permanent
NC2,,11/13/2014,9:45 AM,Dry,12.51,12.7,19,3,19,23.83,24.21,2.86,2.92,4.45,5.05,48.52,55.36,80.47,68.52,17.84,18.11,0.9061,0.8699,,,1490.6,1428.7,23.6,191.035,184.602,lwslk,,calm,,1,4.94,4.85,5.5,7.42,7.44,,,,,31,39,E,E,20,12,0.585,,0.61,,0.145,,0.629,,3.419,3.475,0.228,,13,12,1.24,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,08/21/2012,10:36 AM,Dry,24.31,23.74,25,3,23,23.78,25.09,3.7,3.84,4.77,2.93,65.53,40.14,34.07,28.7,15.09,16.23,156.0337,10.9373,7.83,7.39,1733.2,2923.8,0.05,123.218,122.479,slk,,4,E,1,5.39,4.55,2,7.43,7.41,,,,,256,236,E,E,8,10,0.271,,0.14,,0.126,,0.711,,2.07,,0.266,,14,16,20.3,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,07/08/2009,10:06 AM,Wet,21.65,20.68,16,3,11,17.89,19.86,2.71,2.92,8.37,0.55,105.72,6.85,,,11.36,13.09,76.7756,10.3167,7.66,7.14,1762.3,81.49,0.02,3.443,-6.462,0.5,S,7,N,1,3.15,3.67,1.5,7.08,7.08,,,,,104,100,E,E,40,52,0.012,,0.412,,0.112,,1.77,,1.1,,0.338,,11.2,9.4,86.9,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,09/23/2009,11:11 AM,Dry,21.25,21.2,23,3,20,22.51,23.11,3.31,3.39,6.07,4.79,78.26,61.82,,,14.95,15.42,66.1101,10.1181,8.61,8.39,935.16,45.77,0,60.16,56.453,slack,,LT AIRS,,1,6.8,6.73,2.5,7.35,7.39,,,,,80,80,E,E,4,4,0.488,,0.375,,0.13,,1.57,,2.62,,0.222,,3.6,4.8,32.6,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,02/28/2007,10:33 AM,Dry,2.12,1.95,17,4,17,23.06,23.63,2.11,2.15,10.16,8.48,86.16,71.86,,,18.41,18.87,,,,,,,,,,,,11,NW,1,12.3,11.9,2,7.71,7.67,,,,,50,35,,,25,15,0.468,,0.358,,0.042,,2.4,,2.65,,0.248,,13.75,13.25,121.38,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,05/06/2008,10:22 AM,Dry,,,18,,,,,,,,,,,,,,,,,,,,,,,,0.1,E,2,W,1,8.98,8.24,4.5,7.37,7.42,,,,,,,,,20,8,0.353,,0.489,,0.119,,1.96,,1.93,,0.208,,15.2,32.4,9.1,,,,,4.5,,,,,,18.1,20.5,16.4,14.4,,,,,,,,,,,,,,,,,Fecal Top  and Bottom samples are questionable,-73.935500,40.728833,Permanent
NC1,,09/17/2013,10:14 AM,Dry,20.18,21.73,20,3,17,22.15,23.75,3.19,3.51,7.64,1.98,96.06,25.87,108.19,16.35,14.95,15.76,13.2338,22.2948,,,1735.7,2834.6,14.31,,,slk,,10,N,1,5.94,4.06,2,7.38,7.32,,,,,184,216,E,E,24,20,0.299,,0.412,,0.2,,1.49,,4.62,,0.353,,4,9,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,09/07/2006,10:50 AM,Dry,21.74,21.36,24,5,22,21.82,23.01,3.25,3.38,3.73,3.94,48.33,51.05,,,14.31,15.3,,,,,,,,27.64,36.395,0.8,W,4,N,1,4.15,4.45,5.5,7.26,7.26,,,,,740,560,,,42,45,0.426,,0.592,,,,1.95,,2.4,,0.224,,0.5,3.25,10.48,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,09/10/2013,10:27 AM,Dry,22.23,22.22,21,3,17,23.42,24.09,3.5,3.59,6.4,4.65,84.25,61.4,84.6,37.75,15.38,15.89,13.5407,15.3973,,,953.56,959.94,2.57,,,0.2,W,4,W,1,6.47,5.95,2,7.64,7.59,,,,,330,630,E,E,36,52,0.275,,0.176,,0.16,,0.965,,3.39,,0.261,,13,12,37.7,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,06/03/2010,10:51 AM,Dry,20.17,17.78,21,3,19,21.59,22.65,3.11,3.09,1.89,2.79,23.68,33.58,,,14.52,15.89,2.2769,2.3192,,,,,,,,0.4,N,3,S,1,6.39,4.37,3.5,7.41,7.27,,,,,83,40,E,E,4000,4000,0.282,,0.318,,0.075,,0.563,,0.776,,0.192,,6.2,3,41.9,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,12/14/2005,10:55 AM,Dry,4.99,6.67,19,5,15,18.8,21.32,1.9,2.23,,,63.42,69.11,43.21,47.86,14.86,16.7,3.17,1.59,,,1330.8,55.83,4.51,58.96,60.43,0.2,WNW,4,N,1,7.47,7.81,5,7.54,7.53,,,,,12,8,,,45,30,0.477,,0.728,,0.13,,1.55,,3.75,,0.201,,13.75,15,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,09/08/2005,10:18 AM,Dry,24.62,24.21,14,3,12,14.25,22.76,2.34,3.55,,,15.38,1.87,110.81,7.4,7.85,14.34,44.91,3.23,8.35,8.1,1813.15,49.64,0.1,-162.63,-264.24,0.1,W,CALM,CALM,1,0,0,1.5,6.98,6.98,,,,,,,,,40,38,0.06,,3.32,,0.588,,6.49,,4.53,,0.838,,12,15.5,76.36,,,,,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC2,,06/22/2011,10:37 AM,Dry,21.57,20.38,21,3,18,19.99,20.71,2.99,3.01,10.02,3.03,128.03,38,34.95,60.57,12.96,13.81,74.1725,41.965,7.73,7.28,350.71,,,165.547,168.99,0.1,W,CALM,,1,6.09,6.05,2,7.45,7.38,,,,,370,375,E,E,20,20,0.17,,0.278,,0.084,,1.92,,1.29,,0.68,,6,10,62,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,09/13/2007,9:56 AM,Wet,,,21,,,19.7,21.9,,,,,,,,,,,,,,,,,,,,0,,1,NLY,1,1.4,1.06,2,7.02,7.03,,,,,4,4,,,4000,2220,0.301,,0.751,,0.179,,1.94,,3.03,,0.346,,6.5,8.25,19.51,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,03/15/2016,9:32 AM,Wet,7.18,6.89,20.0,3,18,21.47,22.76,2.3,2.4,7.38,9.13,70.3,87.1,,,16.76,17.81,24.27,3.10,,,,,,,,0.2,S,4.0,N,1,8.08,8.01,2.0,7.72,7.70,,,,,"3,900","3,900",,,"1,800",1200,0.232,,0.194,,0.032,,0.733,,1.662,1.355,0.139,,25,18,48.30,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,Green water.,-73.927040,40.724545,Permanent
NC1,,08/27/2008,10:21 AM,Dry,22.6,23.13,20,4,19,22.16,23.06,3.35,3.52,11.02,0.88,145.18,11.78,,,14.33,14.87,74.0605,2.9924,,,1106.25,15.12,0,,,0.2,N,5,NNE,1,11.86,5.86,1,7.9,7.19,,,,,4,4,,,4,4,0.11,,0.032,,0.142,,3.85,,2.78,,0.487,,34.4,13.6,72.87,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,06/21/2006,10:20 AM,Dry,20.63,18.53,14,4,12,19.57,20.51,2.88,2.87,4.32,0.15,53.97,1.79,,,12.88,14.09,,,,,,,,-73.151,-180.126,,S,2,NW,1,1.95,1.04,3,7.13,7.1,,,,,112,190,,,,,0.027,,0.939,,0.199,,1.76,,1.38,,0.288,,32.25,13.25,30.7,,,,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC3,,06/01/2016,10:02 AM,Wet,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,0.2,W,4.0,E,1,6.57,,4.5,7.36,,,,,,"2,400",,E,,30,,0.345,,0.329,,0.089,,0.668,,2.037,,0.166,,6,,20.30,,10.79,,,2.80,,6.58,,,,24.40,,18.59,,,,,,,,,,,,,,,,2.18,,No bottom due to malfunction of overhead winch.,-73.946167,40.737167,Permanent
NC2,,07/06/2016,9:51 AM,Wet,22.31,21.59,20.0,3,15,23.06,24.63,3.5,3.6,4.70,3.68,61.8,48.1,56.7,56.9,15.09,16.47,16.80,3.91,7.28,7.28,,,,277.67,287.17,WEAK,W,0.0,0.0,1,4.97,4.72,2.5,7.29,7.31,,,,,"5,400","3,800",E,E,130,100,0.296,,0.321,,0.106,,0.803,,1.593,1.582,0.198,,8,8,16.30,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,07/08/2009,10:15 AM,Wet,21.72,20.42,19,3,18,18.29,20.96,2.77,3.05,4.41,3.47,55.95,43.67,,,11.64,13.99,77.543,14.5988,7.58,7.4,1809,113,0,129.47,137.383,0.6,S,2,NW,1,3.45,3.93,2,7.04,7.06,,,E,E,36,20,E,E,20,24,0.226,,0.478,,0.13,,1.27,,1.27,,0.244,,7.8,14.4,29.8,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
